"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.5","34.1","52.9","494","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.1","0.0","16.3","58","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","12.2","17.6","1989","Overall","Age 25 and Older","All Races","> 12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.8","30.2","57.4","169","Overall","Age 25 and Older","All Races","< 12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.0","23.8","36.2","748","Overall","Age 25 and Older","All Races","12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.8","23.0","34.6","810","Overall","Age 20 and Older","All Races","12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.6","11.9","17.3","2036","Overall","Age 20 and Older","All Races","> 12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.6","7.5","13.7","900","Overall","65 Years and Older","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.6","30.7","56.5","179","Overall","Age 20 and Older","All Races","< 12th Grade"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.2","20.2","28.2","1482","Male","All Ages","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","13.6","25.6","448","Female","18 to 44 Years","All Races","All Grades"
"2017","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","13.7","20.5","1599","Female","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","16.7","21.3","2811","Overall","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","13.0","17.6","2002","Overall","All Ages","White","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","7.4","30.8","85","Overall","All Ages","Hispanic","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","41.8","34.0","49.6","435","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.9","1.2","24.6","62","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","*","*","*","*","Overall","All Ages","African American","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.9","11.2","16.6","1793","Overall","Age 25 and Older","All Races","> 12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.0","20.4","29.6","697","Overall","Age 25 and Older","All Races","12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","45.9","31.8","60.0","133","Overall","Age 25 and Older","All Races","< 12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.4","10.8","16.0","1852","Overall","Age 20 and Older","All Races","> 12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.3","21.5","31.1","752","Overall","Age 20 and Older","All Races","12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.1","5.5","10.7","746","Overall","65 Years and Older","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.0","10.0","24.0","178","Overall","18 to 24 Years","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","46.5","32.9","60.1","139","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.2","16.1","22.3","1226","Overall","45 to 64 Years","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.9","19.3","28.5","661","Overall","25 to 44 Years","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","17.9","24.5","1322","Male","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","13.4","19.8","1489","Female","All Ages","All Races","All Grades"
"2016","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.0","13.4","24.6","432","Female","18 to 44 Years","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.0","21.2","3551","Overall","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.8","13.4","18.2","2491","Overall","All Ages","White","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","9.6","32.6","96","Overall","All Ages","Hispanic","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","7.4","1.6","13.2","76","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.7","28.4","41.0","594","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.5","10.2","42.8","54","Overall","All Ages","African American","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.8","10.5","15.1","2269","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.0","23.3","32.7","864","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","44.4","33.2","55.6","199","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.1","10.8","15.4","2335","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","22.9","31.7","928","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","44.5","33.9","55.1","213","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.8","6.2","11.4","861","Overall","65 Years and Older","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","16.2","22.8","1560","Overall","45 to 64 Years","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","9.9","22.1","203","Overall","18 to 24 Years","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.7","19.7","27.7","927","Overall","25 to 44 Years","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","16.7","22.5","1638","Male","All Ages","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.7","15.6","25.8","605","Female","18 to 44 Years","All Races","All Grades"
"2015","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","15.4","21.6","1913","Female","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.9","18.2","21.6","4226","Overall","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.6","15.7","19.5","3165","Overall","All Ages","White","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.2","5.8","18.6","128","Overall","All Ages","Hispanic","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.4","2.2","14.6","96","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","38.2","32.4","44.0","498","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","2.9","23.1","52","Overall","All Ages","African American","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.8","12.0","15.6","2809","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.2","27.3","35.1","953","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","35.3","26.9","43.7","203","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.0","12.2","15.8","2900","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.1","26.4","33.8","1042","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","37.7","29.2","46.2","210","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.8","8.1","13.5","941","Overall","65 Years and Older","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","13.3","24.5","241","Overall","18 to 24 Years","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","18.2","23.4","1884","Overall","45 to 64 Years","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","19.5","25.7","1160","Overall","25 to 44 Years","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.3","18.7","23.9","1899","Male","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.4","16.2","20.6","2327","Female","All Ages","All Races","All Grades"
"2014","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.4","16.7","24.1","765","Female","18 to 44 Years","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","15.9","25.9","345","Overall","18 to 24 Years","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","20.8","24.4","4476","Overall","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","15.9","19.5","3237","Overall","All Ages","White","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.3","13.4","35.2","136","Overall","All Ages","Hispanic","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","8.3","24.7","120","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.5","37.9","49.1","637","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.9","17.7","46.1","65","Overall","All Ages","African American","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.4","13.4","17.4","2775","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.1","28.3","35.9","1126","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","49.7","39.8","59.6","221","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.6","13.7","17.5","2910","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.7","28.2","35.2","1233","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","50.0","40.8","59.2","241","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.9","20.9","26.9","1938","Overall","45 to 64 Years","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.7","8.8","14.6","844","Overall","65 Years and Older","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.6","22.3","28.9","1349","Overall","25 to 44 Years","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","20.4","25.4","2081","Male","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","19.6","24.8","2395","Female","All Ages","All Races","All Grades"
"2013","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.1","19.3","26.9","870","Female","18 to 44 Years","All Races","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.5","18.8","22.2","4267","Overall","All Ages","All Races","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.9","15.0","18.8","2895","Overall","All Ages","White","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.1","13.0","33.2","129","Overall","All Ages","Hispanic","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","5.4","20.6","105","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","38.9","34.1","43.7","783","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","7.1","32.1","56","Overall","All Ages","African American","All Grades"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","12.4","16.4","2602","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Alaska","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.2","23.6","30.8","1059","Overall","Age 25 and Older","All Races","12th Grade"
